id;name;artist;genres;style;resolution;length
r1qjId9PF98;ELEMENT.;Kendrick Lamar;Hip-Hop,rap,hiphop;hiphop;1280x720;199.482622
z7i5qS5nCAA;Love on the Brain;Rihanna;soul,pop,Rihanna;pop;1280x720;227.532333
drcWaTCS6bg;Be Alright;Ariana Grande;pop,best of 2016,deep house;electro;1280x720;196.371156
kyiB4_VHNWM;Into You;Ariana Grande;Pop;pop;1280x720;226.580311
eY2ugWgEQVQ;Fragile;Tech N9ne feat. Kendrick Lamar, ¡Mayday!, Kendall Morgan;Hip Hop;hiphop;1280x528;244.20425600000002
uQZMaG1eO74;No Lie;2 Chainz;Hip Hop;hiphop;1280x720;243.29867799999997
jE_1wyt98DY;Love Me;Lil Wayne;Hip Hop;hiphop;640x208;271.556667
X0ZVaFO7cGE;Swish Swish;Katy Perry;Pop;pop;640x272;226.416667
OaQAy-8OY54;We As Americans;Eminem;Hip Hop;hiphop;640x288;270.558333
NnrswAX5qFo;Let Us Move On;Dido;Pop;pop;1280x720;261.0155
dql1ew8r_vc;El Chapo;Berner;hyphy,rap,Hip-Hop;hiphop;640x352;190.72833300000002
uFdWhalhP5Y;Shot For Me;Drake;Hip Hop;hiphop;1280x720;203.0585
KKlX4VEX1WQ;My Way;Calvin Harris;Pop;pop;640x352;221.911667
FPAmeM3JJQk;Reallionaire Star;Allan Williams;Electro,Techno/House;electro;1280x720;226.533867
j5Z3KUOrhS0;Round Of Applause;Waka Flocka Flame;Hip Hop;hiphop;1280x624;328.957089
nhq6xkpMJpA;My Love;Sia;Pop;pop;480x272;311.331667
xUetSQlxOWY;Come Closer;WizKid;Rap/Hip Hop;hiphop;1280x720;211.4409
x3WTc6Q2wIc;Knives to the Future;Project 86;Rock;rock;640x256;196.045
2ZCUtnuAXg8;Massive Attack;Nicki Minaj;Hip Hop,Pop,R&B/Soul/Funk,Contemporary R&B;hiphop;480x352;204.66
mf58RAPR8Ws;You Used to Hold Me;Calvin Harris;Dance;electro;640x352;216.061667
xn_1hFdE-5g;Everglow (Single Version);Coldplay;rock,alternative,britpop;rock;640x256;305.063333
zzrNI66FUWE;Sweat (feat. Laidback Luke & Ms. Dynamite);Major Lazer;Dance;electro;640x352;198.088333
qqjVwAg5fK4;Bang my Head (feat. Sia & Fetty Wap);David Guetta;electronic,french,dance;electro;1280x352;213.5307
PeFGaXCYktg;Dark Fantasy;Kanye West;Hip-Hop,rap,hip hop;hiphop;1280x720;227.46266699999998
vJgwn7b5Iug;Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd);Mike WiLL Made-It;Rap/Hip Hop;hiphop;1280x576;259.76162200000005
WrklZD9H5Vg;Celebrate (feat. Rico Love);Wiz Khalifa;Rap/Hip Hop;hiphop;640x256;188.451667
eJgEmw5Ke0Q;The Hills;The Weeknd;R&B/Soul/Funk;hiphop;1280x720;264.219856
Jtj5Pzd9tkA;Chunky;Bruno Mars;rnb,funk,80s;hiphop;640x352;194.58166699999998
dQg-l9OoN-0;HUMBLE.;Kendrick Lamar;Rap/Hip Hop;hiphop;1280x720;256.39473300000003
o3mP3mJDL2k;Can't Remember to Forget You;Shakira;Pop;pop;1280x608;205.914556
uM6vFI_p7vg;Gang Gang;Chevy Woods;Hip-Hop,rap,seen live;hiphop;640x272;293.893333
syu8uuqUVP4;Flatline;Justin Bieber;pop,love at first listen,Iloveit;pop;1280x480;213.48425600000002
5FJO6b8GL3M;Right Thru Me;Nicki Minaj;Hip Hop;hiphop;640x352;312.446667
e9Kcg_8gK30;God Put A Smile Upon Your Face;Coldplay;Alternative,Indie Pop,Indie Rock,Pop,Indie Pop/Folk,Rock;rock;640x352;299.56
W6e1TctNyw8;Waterfall;Stargate;electronic,dancehall;electro;1280x512;200.179222
uxBganA7KnY;Sidewalks;The Weeknd;Hip-Hop,kendrick lamar,rap;hiphop;1280x544;241.533967
7LnBvuzjpr4;Energy;Drake;Hip Hop,Pop,East Coast;hiphop;1280x464;177.888067
6IS6g3_pp1I;Kush Ups;Snoop Dogg;Hip-Hop,rap,Gangsta Rap;hiphop;640x352;256.348
Gb2h7MiC_50;Flawless Remix;Beyoncé;Pop;pop;640x352;237.26
MYF7H_fpc-g;Jesus Walks;Kanye West;Hip Hop;hiphop;640x256;246.433333
nkjwn240AMc;Children;Justin Bieber;pop,party,justin bieber;pop;1280x720;117.4233
SeaUfrAwM4M;Jah No Partial;Major Lazer;electronic;electro;640x352;199.923333
vqW18C4plZ8;Come Closer;WizKid;Rap/Hip Hop;hiphop;1280x560;215.87591099999997
qFrWFkjaqJc;Heavy Dirty Soul;twenty one pilots;Alternative,Electro,Dubstep,Hip Hop;rock;1280x720;291.178222
NC9y_HBl_qc;Run Up (feat. PARTYNEXTDOOR & Nicki Minaj);Major Lazer;electronic,dancehall,nicki minaj;electro;640x352;206.88833300000002
PtQiFgGwuGM;Semi-Automatic;Twenty One Pilots;Alternative;rock;1280x720;261.340589
3JrDVPsVbVA;Kanye West;Atmosphere;Hip Hop;hiphop;1280x672;283.887156
URiDdlAS6ls;Classic Man;Jidenna;Hip Hop,R&B/Soul/Funk;hiphop;1280x528;253.143944
cl3b7dDBLpo;Thinking About You;Calvin Harris;Dance;electro;640x256;276.548333
IAXcT5ZRzq8;I Didn't Hit Her;Ricegum;Rap/Hip Hop;hiphop;1280x608;140.5736
lDERedWHc3s;Kendrick Lamar;Kendrick Lamar;Hip-Hop,rap,seen live;hiphop;1280x640;194.745756
IKs5OsT4dIY;Fragile;Tech N9ne feat. Kendrick Lamar, ¡Mayday!, Kendall Morgan;Hip Hop;hiphop;1280x528;248.221311
NgIH7_HFCpU;Cheap Thrills;Sia;Pop;pop;1280x720;217.84961099999998
l04j4llLnZM;Paradise (feat. Wiz Khalifa);Cassie;Hip Hop;hiphop;640x320;207.865
pvL39XfRXXM;Anaconda;Nicki Minaj;rap,very intelligent lyrics,Hip-Hop;hiphop;640x352;260.365
46j_q1Wr0jY;Flower Child;Nitty Scott, MC;Hip Hop;hiphop;1280x720;205.171511
wi105P5bX-g;Ode To Sleep;Twenty One Pilots;Alternative;rock;1280x720;308.453867
tkJ_koXPZzs;Bed Of Lies;Nicki Minaj;Hip Hop,Pop;hiphop;640x352;268.12
kuHRswmnMBg;Pure;Wiz Khalifa;Hip Hop;hiphop;640x352;229.413
bCfSRJENSnc;Girl on Fire;Alicia Keys;R&B/Soul/Funk;hiphop;640x352;276.41
EVr__5Addjw;Dangerous (feat. Sam Martin);David Guetta;2014,pop,love at first listen;pop;640x352;428.105
y-Du3QZ0eOQ;New York City;The Chainsmokers;electronic,pop,House;electro;1280x720;230.4116
J4A8al4MSvU;I'm in Here;Sia;Pop;pop;1248x688;221.9131
ptlhMhM9CUU;Both (feat. Drake);Gucci Mane;Hip-Hop,rap,trap;hiphop;1280x720;181.789022
OUDLHzgchlA;I Need Love;Chris Brown;rnb,Hip-Hop,Chris Brown;hiphop;640x352;254.49
hXd6u9o6dYY;Keep It Goin' Louder (feat. Ricky Blaze & Nina Sky);Major Lazer;2009,dancehall,00s;electro;640x352;220.101667
7NupeUDpcrU;As Long As You Love Me;Justin Bieber;Pop;pop;640x352;194.651667
koVHN6eO4Xg;Live Your Life;T.I.;Hip Hop;hiphop;544x288;331.138333
hrFesnQTDls;Heathens;twenty one pilots;alternative,love at first listen,Soundtrack;rock;1280x720;200.8526
DszIoEP8OAo;A Rebellion (feat. Alori Joh);Ab-Soul;Hip Hop;hiphop;1280x544;364.3443
vdrqA93sW-8;09DJ MIX #048;Figure.09;Dance;electro;640x352;253.585
2bSSe1clKMs;Stressed (Originally Performed by Twenty One Pilots);Radio Dj;Alternative;rock;1280x528;223.7707
VroDtC62Mw8;On Me;The Game;rap,Hip-Hop,Gangsta Rap;hiphop;640x272;283.515
HiXYDQxU3OE;I Lied;Nicki Minaj;Hip Hop,Pop;hiphop;480x336;284.466667
UgyvNhmYHjo;The Scientist;Coldplay;Alternative,Indie Pop,Indie Rock,Pop,Indie Pop/Folk,Rock;rock;640x352;265.38
Wa5B22KAkEk;Young, Wild & Free (feat. Bruno Mars);Snoop Dogg;Hip Hop;hiphop;640x352;257.485
kp5YUqEVVMw;Clocks;Coldplay;Alternative,Indie Pop,Indie Rock,Pop,Indie Pop/Folk,Rock;rock;640x352;302.53166699999997
OPf0YbXqDm0;Uptown Funk;Mark Ronson;Pop;pop;640x352;270.441667
KrcpaBMuo88;Heavy Dirty Soul;twenty one pilots;Alternative,Electro,Dubstep,Hip Hop;rock;1280x720;467.81242199999997
CqPU7NSVQwY;Drinking From The Bottle;Calvin Harris;Dance;electro;640x352;241.023
GUWxNu7J_Hk;Don't Be Gone Too Long;Chris Brown;R&B/Soul/Funk;hiphop;1280x720;205.96098899999998
fhcpubAVdmc;Right There;Ariana Grande;Pop;pop;1280x672;258.763167
0KCWqnldEag;HYFR (Hell Ya Fucking Right);Drake;Hip Hop;hiphop;1280x720;232.01377799999997
YZZTSP5v8AA;Bad Day;Justin Bieber;Pop;pop;1280x720;140.411056
z8IJq7iCAMg;Fire Bomb;Rihanna;Pop;pop;640x352;258.043333
cQY00k3wK1Y;She Came to Give It to You;Usher;R&B/Soul/Funk;hiphop;640x336;311.193333
E5ONTXHS2mM;Panda;Desiigner;Rap/Hip Hop;hiphop;1280x464;242.83427799999998
FWa1VQdyH90;Look Into My Eyes;Wiz Khalifa;Hip-Hop,rap,underground hip-hop;hiphop;640x352;215.991667
o9tJW9MDs2M;Pray;Justin Bieber;Pop;pop;1280x720;212.64834399999998
Q2pwY6QNNNA;Bad (Remix) [feat. Rihanna];Wale;Hip Hop;hiphop;640x352;239.303333
VYJw-2NfV-k;My Love;Wale;Hip-Hop,rap,hip hop;hiphop;640x352;228.738333
URdf7WX-nlc;Remember You;Wiz Khalifa;rap,Hip-Hop,The Weeknd;hiphop;1280x528;324.5453
s5I4yWbnlxM;It Ain't Me;Kygo;electronic,pop,dance;electro;1280x720;169.018044
SiS7fNeNNY4;Look What I Got On;Wiz Khalifa;Hip-Hop,rap,underground hip-hop;hiphop;640x352;210.465
02Zm-Ayv-PA;Lose Yourself;Eminem;Pop;pop;640x272;323.266667
BoEKWtgJQAU;Otis;Kanye West;hip hop,fip,duet;hiphop;1280x720;195.535233
1NktXS1GiWU;Cheap Thrills;Sia;Pop;pop;1280x528;164.69913300000002
AGyW4G5Qfz4;Lovely;Twenty One Pilots;Alternative;rock;1280x720;203.0585
CKhmCh68Qu0;Quit;Cashmere Cat;Pop;pop;1280x720;267.006256
aatr_2MstrI;Symphony (feat. Zara Larsson);Clean Bandit;Electro,Dance;electro;1280x512;246.015411
YuqXhhcrN80;My Darling;Eminem;Hip Hop;hiphop;640x352;319.505
csHlIM5xOG8;The Race;Wiz Khalifa;Hip Hop;hiphop;464x272;211.556667
5dmQ3QWpy1Q;Heavy;Linkin Park;pop,rock,heavy metal;rock;1280x480;168.042867
f8zKtcKCaG8;Violet Hill;Coldplay;Alternative,Indie Pop,Indie Rock,Pop,Indie Pop/Folk,Rock;rock;480x288;220.565
67CMPOsmoLw;Talkin’ 2 Myself;Eminem;Hip Hop;hiphop;640x352;300.535
uPCal5JvzuM;Whole Thang;Juicy J;Hip Hop;hiphop;640x208;254.745
3RLwuDQSkDI;Escape;30 Seconds to Mars;Alternative,Indie Pop,Indie Rock,Pop,Indie Pop/Folk,Rock;rock;-624x16;792.381
t3Mqi-Tv7q0;Made Men;Rick Ross;Hip Hop,Dirty South;hiphop;1280x720;365.551744
ALZHF5UqnU4;Alone;Marshmello;electro,amazing,sweet;electro;1280x528;199.4594
nYWX-rcUv1E;Wake Up;Wiz Khalifa;Hip Hop;hiphop;480x352;226.185
x8Oha-TnekE;The Plan;Wiz Khalifa;Hip Hop;hiphop;640x272;346.395
d379r5Ov-os;Somewhere In Brooklyn;Bruno Mars;Pop,Rock;rock;640x352;210.23333300000002
kXFcr6oy5dk;The Boys;Cassie;Hip Hop;hiphop;640x320;287.578333
F5kNE3UD7fg;Must Be The Ganja;Eminem;Hip Hop;hiphop;640x352;245.178333
fRNkQH4DVg8;Paris;The Chainsmokers;Pop;pop;1280x528;222.284622
Pkgeai985rA;Lost@;Coldplay;Pop;pop;640x352;261.571667
8DS-h67qEiY;Chandelier;Sia;Pop;pop;1280x464;215.78303300000002
Rw4WrkTL96Y;Love The Most (feat. Marques Anthony);Safaree;Hip Hop,East Coast;hiphop;640x352;192.306667
ka9AIoRw-WU;Get Low;Waka Flocka Flame;Hip-Hop,rap,Dirty South;hiphop;640x352;240.883333
ywvRgGAd2XI;Lane Boy;twenty one pilots;Alternative;rock;1280x720;235.241356
LXUSaVw3Mvk;One Less Lonely Girl;Justin Bieber;Pop;pop;624x352;228.321667
S0z1Mo7O6dE;Don't Stop The Music;Jamie Cullum;Pop;pop;640x256;297.446667
yZqmarGShxg;Under Control;Calvin Harris;Dance;electro;640x256;210.441667
glxr822v9K4;Night Riders (feat. Travi$ Scott, 2 Chainz, Pusha T & Mad Cobra);Major Lazer;electronic,dance,Mad Cobra;electro;640x352;231.99
S9bCLPwzSC0;Mockingbird;Eminem;rap,Eminem,Hip-Hop;hiphop;464x352;258.39
Zj_kSkTSrQM;Lose Yourself;Eminem;Pop;pop;480x352;296.981667
e82VE8UtW8A;Rude Boy;Rihanna;Pop;pop;640x352;225.21
Hn4yUqYKbYM;Letter to Future;DOE BOY;southern rap,rap,trap;hiphop;640x304;243.808333
7NqO-4kTu_4;Up All Night;Drake;Hip Hop,Pop,R&B/Soul/Funk,Contemporary R&B;hiphop;1280x720;230.1794
E5kJDWQSBUk;Roll the Bass;Major Lazer;Electro;electro;640x352;216.271
dMMUH_ZpbB0;Reallionaire Star;Allan Williams;Electro,Techno/House;electro;1280x720;231.50294399999999
ebXbLfLACGM;Summer;Calvin Harris;Dance,Pop,International Pop;electro;640x256;233.963333
wO89_H7GqaQ;Bubble Butt [feat. Bruno Mars, Tyga & Mystic];Major Lazer;electronic,hip hop,rap;hiphop;640x352;296.146667
nxvm4P0jFKY;No Love;August Alsina;R&B/Soul/Funk;hiphop;640x272;287.113333
nB4tBgQSP3Y;Believer;Showtek;Electro,Dance,Pop,Disco;electro;640x352;255.093333
CLsamA1bCMc;Jump;Rihanna;Pop;pop;640x256;218.336667
YpnjwJBOPu8;Goner;twenty one pilots;Alternative,Electro,Dubstep,Hip Hop;rock;1280x720;238.79401099999998
8VXW_gW8UpM;Versace On The Floor (Bruno Mars vs. David Guetta);Bruno Mars, David Guetta;Pop;pop;640x352;201.92
6OQlO_kUOps;Clappers (feat. Nicki Minaj & Juicy J);Wale;Hip Hop;hiphop;640x352;334.437
D7FTPM4lWD0;We Made You;Eminem;Hip Hop;hiphop;480x256;195.975
HBxt_v0WF6Y;Where Have You Been;Rihanna;Pop;pop;1280x512;268.863844
u1YRjCTxR80;Might Not;Belly;Hip-Hop,hip hop,rap;hiphop;1280x720;229.738222
cGi4hNgyhik;We'll Be Coming Back;Calvin Harris;Dance;electro;640x352;260.225
RgKAFK5djSk;"See You Again (From ""Furious 7"")";Wiz Khalifa;Hip Hop,Pop;hiphop;640x256;237.423333
zp7NtW_hKJI;A Sky Full of Stars;Coldplay;Alternative,Rock;rock;640x352;274.621667
ZuwfZGDWOio;#SELFIE;The Chainsmokers;Dance;electro;1280x576;216.851156
7JddDOHtcJU;Cold Water;Major Lazer;justin bieber,pop,banned;pop;1280x720;188.755233
mB5C6NkH0hI;Baby;Justin Bieber;Pop;pop;624x336;165.928333
LpH6NjhUUhY;Grenade;Bruno Mars;Pop;pop;640x352;235.565
bvC_0foemLY;Sugar;Robin Schulz;Pop;pop;640x272;222.748333
c7PLgW7LwhU;Alive;Sia;Pop;pop;1280x720;259.715189
rJYcmq__nDM;Rehab;Rihanna;Dance,Hip Hop,Pop,Rock,R&B/Soul/Funk;rock;624x256;278.081667
mh5tsTa7-qQ;What Do You Mean?;Justin Bieber;Pop;pop;1280x720;251.982944
lwk7yimxAfU;Lose Yourself - feat. RDX & Moska;Major Lazer;seen live,dancehall,electronic;electro;640x352;196.881667
c2MiyZx8MTY;Dance Wiv Me;Dizzee Rascal;Electro,Hip Hop;hiphop;624x352;217.385
HLOhxTRRRb4;Stressed Out;twenty one pilots;Alternative;rock;1280x592;214.06475600000002
Ekqu_Ku7nuY;Too Much Sauce;Future;Hip-Hop,rap,Dirty South;hiphop;640x320;219.89166699999998
ekAXPCphKXQ;Bottoms Up;Trey Songz;R&B/Soul/Funk;hiphop;464x272;270.883333
MRLyREkZles;Some Way;Nav;Rap/Hip Hop;hiphop;1280x720;191.332422
N2oACZJFDZ4;Powerful;Major Lazer;pop,synth,dancehall;electro;640x336;215.596667
2k_S7Xx35js;Favorite Girl;Justin Bieber;Pop;pop;1264x720;173.91745600000002
hYgXY00DP30;Clocks;Coldplay;Alternative,Indie Pop,Indie Rock,Pop,Indie Pop/Folk,Rock;rock;640x352;302.253333
t94vmNGDXds;Helium;Sia;Soundtrack,pop,Ballad;pop;640x256;244.76
0zGcUoRlhmw;Closer;The Chainsmokers;electronic,2016,halsey;electro;1280x576;246.92098900000002
pSjr6ixi4ik;Chandelier;Twisted Measure;Pop,Rock;rock;1280x720;253.05105600000002
mDU-5jwPKmQ;No Shopping;French Montana;Hip-Hop,rap,hiphop;hiphop;1280x496;321.155189
dULOjT9GYdQ;THE LAZY SONG;Bruno Mars;pop,Bruno Mars,rnb;hiphop;640x352;216.246667
onjKcjlCb-A;Kids Of The Future;Jonas Brothers;Alternative,Indie Pop,Indie Rock,Children’s Music,Pop,Indie Pop/Folk,Rock,Films/Games,Film Scores;rock;480x272;199.458333
kIll0-AyMa0;Hey Baby - Dimitri Vegas & Like Mike Vs. Diplo;Dimitri Vegas & Like Mike;Dance;electro;640x352;196.045
-zzP29emgpg;Take Care;Drake;Hip Hop;hiphop;1280x544;248.639267
zN5Qyy3yEZY;Cameras;Wiz Khalifa;Hip Hop;hiphop;640x144;269.443333
Vcd4bHqNgLU;No Social Media;Wiz Khalifa;Hip-Hop,rap,underground hip-hop;hiphop;640x352;235.286667
7mWQ38SpEf8;All We Know;The Chainsmokers;pop,2016,future bass;pop;1280x720;216.270656
fyMhvkC3A84;Every Teardrop Is a Waterfall;Coldplay;Alternative,Rock;rock;640x352;249.8
zjbIX4ryi1k;Television;Bunji Garlin;soca,reggae,dancehall;electro;640x336;174.73
ayZ0vzTAEVw;Titanium;Ali Brustofski;Pop;pop;1280x720;246.015411
Y34jC4I1m70;Birthday;Rick Ross;Hip-Hop,rap,Dirty South;hiphop;1280x720;308.732511
g5qU7p7yOY8;Love Me Harder;Ariana Grande;Pop;pop;1280x528;250.938044
1G4isv_Fylg;Paradise - Radio Edit;Coldplay;rock,alternative,britpop;rock;640x272;260.108333
0tVLzjk4VEk;Sorry;Justin Bieber;Pop;pop;640x352;163.885
mBZdHuZCfic;Roses;The Chainsmokers;Electro;electro;1280x496;230.690244
SjTt5PZ5IRg;Anaconda;Nicki Minaj;rap,very intelligent lyrics,Hip-Hop;hiphop;640x256;279.66
a2Gh3VdnXQs;Memories Back Then;T.I.;Hip Hop;hiphop;1280x464;296.58847799999995
yd8jh9QYfEs;Don't Stop The Music;Rihanna;Pop;pop;464x352;233.196667
gPF2TF3S9Jk;Montreal;The Weeknd;R&B/Soul/Funk,Contemporary R&B;hiphop;1280x720;250.612967
FWhf1vnx7WY;King Kunta;Kendrick Lamar;Hip Hop;hiphop;1280x720;116.192644
tITkm-sBHH8;Baby;Justin Bieber;Pop;pop;640x304;223.235
APyyMrH7HFY;Kiss the Sky;Jason DeRulo;Pop;pop;1280x720;251.0077
UtoHI0JEfDg;H•A•M;Kanye West;Hip Hop;hiphop;1280x720;285.698311
qICes_riodM;Rockabye (feat. Sean Paul & Anne-Marie);Clean Bandit;Pop;pop;1280x720;183.785933
Pj-Q9vx0EeQ;Something Just Like This (Tokyo Remix);Coldplay & The Chainsmokers;Alternative;rock;1280x528;267.26167799999996
undkbBJLa-Y;Autumn Leaves;Chris Brown;R&B/Soul/Funk;hiphop;1280x512;272.5326
kn4q8R2rgWA;Nobody Know (feat. Future);Juelz Santana;Hip Hop;hiphop;640x352;251.61
nY-Xk3sGr6Q;How Many Drinks?;Miguel;R&B/Soul/Funk;hiphop;1280x672;269.699767
n3JG3WDOjRQ;Move Your Body (Single Mix);Sia;pop,dance,electronic;electro;1280x560;254.39782200000002
nntGTK2Fhb0;Where Are Ü Now;Justin Bieber;Electro,Dubstep,Dance,Dancefloor;electro;1104x720;251.309567
mLkpk9YxlXM;Hol' Up;Kendrick Lamar;Hip Hop;hiphop;1280x720;204.428478
m7HhLuA2z0Q;Young;The Chainsmokers;Dance;electro;1280x512;226.998267
qfX2DMQUe1Y;Up&Up;Coldplay;british,pop,rock;rock;640x352;251.981667
JF8BRvqGCNs;Stay;Rihanna;Pop;pop;1280x720;247.50148900000002
oYIepngsW04;Up;Wiz Khalifa;Rap/Hip-Hop;hiphop;480x256;262.33833300000003
WXpt_mU5NKA;Despacito;Luis Fonsi;Dance;electro;1280x720;232.5014
ZXBcwyMUrcU;King Of The Fall;The Weeknd;Hip-Hop,r&b,rnb;hiphop;1280x528;314.700044
IvPT2QuCIOA;Middle;DJ Snake;Pop;pop;1280x544;300.280444
vqOnUB9gnDM;Birds;Coldplay;british,alternative,alternative rock;rock;480x352;232.871667
lNq2ZN2IpoA;Jukebox Joints;A$AP Rocky;Hip Hop;hiphop;1280x720;258.32198900000003
qN4ooNx77u0;Sign of the Times;Harry Styles;rock,alternative,indie;rock;640x224;341.378333
FF1hjJYuqXU;Viens No Tiem;Edavārdi;Hip Hop;hiphop;640x352;377.394
bhr9mYO6LsE;Common Denominator;Justin Bieber;Pop;pop;1280x720;212.32325600000001
ofaRvNOV4SI;Lost In The World;Kanye West;Hip-Hop,hip hop,Kanye West;hiphop;800x80;258.530967
o_Ly93EP5Ak;Lift Me Up;Imaginary Future;indie,guitar,finnish;pop;640x352;177.77166699999998
c1Iik8iF8iw;My Brothers;Ralo;Hip-Hop,rap,trap;hiphop;640x352;239.443333
n69klxarmos;Music Box;Eminem;Hip Hop;hiphop;640x352;267.748333
em0RhB00rbE;Goner;twenty one pilots;Alternative,Electro,Dubstep,Hip Hop;rock;1280x720;242.927156
W7LIn9sd9BA;Message Man;twenty one pilots;Alternative,Electro,Dubstep,Hip Hop;rock;1280x720;248.639267
gG_dA32oH44;Best Rap Songs Of Each Year;DJ Max Star;Pop;pop;1280x720;251.33278900000002
6GtlXkEvcMY;Snow In California;Ariana Grande;christmas,pop,Ballad;pop;1280x720;139.575
DlHJXVDRSNE;Right Here;Justin Bieber;Pop;pop;1280x720;206.93623300000002
oEauWw9ZGrA;Pon De Replay;Rihanna;Dance;electro;464x352;216.943333
ytK1zoq5CE8;Careful What You Wish For;Eminem;Hip Hop;hiphop;640x352;237.446667
hvVn7Td3eEQ;Something Just Like This;The Chainsmokers;Dance;electro;1280x720;243.3219
pPT7NdOkQdY;Down To Earth;Justin Bieber;Pop;pop;1280x720;246.52625600000002
wUZuV17uheM;THE LAZY SONG;Bruno Mars;pop,Bruno Mars,rnb;hiphop;640x352;199.876667
we-LaiQNY5s;A L I E N S;Coldplay;Alternative;rock;640x352;295.241667
iS1g8G_njx8;Problem;Ariana Grande;Pop;pop;1248x496;207.14521100000002
R-Eix23JPbI;Kitchen Sink;Twenty One Pilots;Alternative;rock;480x352;332.461667
sN98p-M92rc;So High (feat. Ghost Loft);Wiz Khalifa;Hip Hop;hiphop;640x352;249.475
-ahYrSLmMz8;Runaway Baby;Bruno Mars;Pop;pop;640x352;206.053333
WxQpEeRwkcA;Peacoat;Future;Hip Hop;hiphop;640x352;212.81
iwbYwisSZkI;Lolly;Maejor Ali;Hip Hop;hiphop;1280x464;223.39917799999998
6hGza1pWZ_E;North of the Border;DJ Don Mecca;Dance;electro;640x336;207.585
LWICozd_1Cc;Cell Ready;Juicy J;Hip-Hop,rap,Dirty South;hiphop;640x352;144.868333
0-XXX3dnlVc;Ghost Story;Coldplay;Alternative,Rock;rock;640x352;254.976667
0I73ZdXZJLY;I Lied;Nicki Minaj;Hip Hop,Pop;hiphop;640x272;305.573333
mmgoztq80Bk;Relationship (feat. Future);Young Thug;Rap/Hip Hop;hiphop;640x336;215.92166699999999
Fc_4WI8FwRg;Irie (feat. Wiz Khalifa);Ty Dolla $ign;Hip Hop;hiphop;640x352;227.996667
Nr56aeRv3pQ;Why Try;Ariana Grande;Pop;pop;1280x720;228.670111
ZmcycnV2e10;Night Riders (feat. Travi$ Scott, 2 Chainz, Pusha T & Mad Cobra);Major Lazer;electronic,dance,Mad Cobra;electro;640x272;230.898333
HxilwT1sKSo;Pretty;The Weeknd;R&B/Soul/Funk;hiphop;640x352;330.418333
KY44zvhWhp4;Love Me;Lil Wayne;Hip Hop;hiphop;1280x496;264.893233
zOXaouay5Jk;Low Life;Future;Pop;pop;480x240;313.143333
yK8pc1BzzkY;Medicated;Wiz Khalifa;Hip Hop;hiphop;640x352;331.788333
fRpTyB0HLtI;Fly;Fransis Derelle;Electro,Dance;electro;1280x720;206.54148899999998
lhVc2ATNkK8;Closer;The Chainsmokers;electronic,2016,halsey;electro;544x112;237.14538900000002
wfN4PVaOU5Q;Needed Me;Rihanna;Hip-Hop,rnb,urban;hiphop;1280x528;194.002711
L7_jYl8A73g;Runaway - Explicit Version;Kanye West;hip hop,rap,dance;hiphop;1280x720;508.88852199999997
Cp0d3-MQN_w;KK (feat. Project Pat & Juicy J);Wiz Khalifa;Hip Hop;hiphop;640x352;323.708333
r033bxSd_eI;Cash Out;Calvin Harris feat. ScHoolboy Q, PARTYNEXTDOOR & D.R.A.M.;Dance;electro;640x352;236.797
56qgO0C82vY;Flawless (Remix);Beyoncé;rnb,pop,female vocalists;hiphop;640x352;313.33
a59gmGkq_pw;Cold Water;Major Lazer;justin bieber,pop,banned;pop;848x576;188.499589
SoJ8s90NLc4;Problem;Ariana Grande;Pop;pop;1280x720;193.956278
Hg9ZoYolDcg;Original Don (Davoodi Remix) (Major Lazer Feat. RiFF RAFF) - remix;Riff Raff;Hip-Hop,rap,Progressive rock;rock;640x352;208.096667
h2CxeEN_hsE;Evil Deeds;Eminem;Hip Hop;hiphop;640x352;242.693333
hmP7TYtDVUU;On My Level;Wiz Khalifa;Hip Hop;hiphop;640x352;287.926667
S4ovJ3uvwqY;Voices;jhoony Jhoony;Electro;electro;1280x720;152.764078
N_b0rJhVawk;My Way (feat. Monty);Fetty Wap;Hip Hop;hiphop;1280x560;222.795456
_sV0S8qWSy0;The Way;Ariana Grande;Pop;pop;1280x720;231.71192200000002
p_RqWocthcc;Knock You Down;Keri Hilson;R&B/Soul/Funk;hiphop;624x304;285.095
rRV28RBwf6k;Migraine;Twenty One Pilots;Alternative;rock;1280x720;239.072644
0tRAPsKa5Ek;Cheap Thrills;Sia;Pop;pop;1280x560;220.101944
yh6QxtRpSH8;Rigamortus;Kendrick Lamar;Hip Hop;hiphop;1280x720;199.78448899999998
zz2EmsqGYlo;Addict With A Pen;Twenty One Pilots;Pop,Rock;rock;1280x720;273.67037799999997
UgGZJxI-fFA;Nosetalgia;Pusha T;Hip Hop;hiphop;1280x528;228.321811
HZwMX6T5Jhk;Love Lockdown;Kanye West;Hip Hop/Rap;hiphop;464x192;275.341667
9GhtZt2HYkM;Tin Man;Future Islands;indie,electro-pop,indietronica;electro;640x352;194.51333300000002
YIh9OWvfIes;HiiiPower;Kendrick Lamar;Hip Hop;hiphop;1280x720;308.61641099999997
tTRO4B0ld7M;C.U.B.A;Calvin Harris;Dance;electro;640x352;270.046667
HmNUGBRNhf8;Go To Sleep;Eminem;Hip Hop;hiphop;640x352;243.761667
97v9Z9qMI-4;Walks Like Rihanna;The Wanted;Pop;pop;1280x720;212.6019
